x,y,R
1.075378477,-6.579940743,0.5
1.106595598,-6.459282607,0.5
1.13316336,-6.338624472,0.5
1.165044675,-6.200416063,0.5
1.218844393,-6.060013869,0.5
1.255375066,-5.930580596,0.5
1.300540261,-5.790178403,0.5
1.321130277,-5.654163777,0.5
1.351683204,-5.548862132,0.5
1.35766095,-5.480854819,0.5
1.384892906,-5.443560487,0.5
1.394855817,-5.34264641,0.5
1.408803892,-5.320708567,0.5
1.422751967,-5.246119902,0.5
1.438028431,-5.206631785,0.5
1.458618446,-5.125461766,0.5
1.485186208,-4.996028494,0.5
1.506440418,-4.892920633,0.5
1.509097194,-4.811750615,0.5
1.513746553,-4.662573284,0.5
1.517731717,-4.579209481,0.5
0.576568743,-10.69548005,0.3
0.578561325,-10.94776524,0.3
0.578561325,-10.62089138,0.3
0.581882296,-10.004438,0.3
0.581882296,-9.815772552,0.3
0.583874878,-9.438441657,0.3
0.587860042,-9.142280779,0.3
0.609114252,-8.826375843,0.3
0.620405551,-8.721074198,0.3
0.644980731,-8.56312173,0.3
0.668227523,-8.468789006,0.3
0.690810121,-8.435882242,0.3
0.721363047,-8.341549518,0.3
0.755901138,-8.291092479,0.3
0.789775034,-8.266960852,0.3
0.801066333,-8.185790834,0.3
0.812357632,-8.069520267,0.3
0.824313125,-7.98396268,0.3
0.844238947,-7.929118074,0.3
0.864164768,-7.832591565,0.3
0.870142515,-7.747033978,0.3
0.886747366,-7.65050747,0.3
0.891396725,-7.545205825,0.3
0.927927398,-7.42454769,0.3
0.938554502,-7.354346593,0.3
0.967779041,-7.268789006,0.3
0.98571228,-7.148130871,0.3
1.017593595,-6.957271638,0.3
1.051467491,-6.836613503,0.3
1.078699448,-6.759831053,0.3
1.083348806,-6.700598878,0.3
1.113901732,-6.608459938,0.3
1.16105951,-6.479026666,0.3
1.180985332,-6.386887726,0.3
1.191612437,-6.316686629,0.3
1.218844393,-6.285973649,0.3
1.250061513,-6.22454769,0.3
1.264673783,-6.138990103,0.3
1.275965082,-6.053432516,0.3
1.286592186,-5.974456282,0.3
1.307846396,-5.888898695,0.3
1.344377069,-5.818697598,0.3
1.359653532,-5.717783521,0.3
1.388213877,-5.621257013,0.3
1.432714878,-5.540086995,0.3
1.447991341,-5.41942886,0.3
1.484522014,-5.344840194,0.3
1.501126866,-5.228569627,0.3
1.515074941,-5.158368531,0.3
1.531679792,-5.046485532,0.3
1.542306897,-4.967509298,0.3
1.58215854,-4.781037635,0.3
1.602084362,-4.675735989,0.3
1.611383078,-4.559465423,0.3
1.008959072,-9.932043119,-1
1.01360843,-9.05014184,-1
1.022907147,-8.828569627,-1
1.044161357,-8.692555002,-1
1.050139103,-8.525827397,-1
1.072721701,-8.361293576,-1
1.087998164,-8.249410578,-1
1.115894315,-8.043194856,-1
1.135155942,-7.937893211,-1
1.157074346,-7.832591565,-1
1.180985332,-7.786522095,-1
1.200911153,-7.771165605,-1
1.217516005,-7.646119902,-1
1.248068931,-7.580306373,-1
1.258696036,-7.475004728,-1
1.307846396,-7.343377671,-1
1.338399323,-7.222719536,-1
1.373601607,-7.086704911,-1
1.41013228,-7.012116245,-1
1.444670371,-6.930946227,-1
1.483193626,-6.849776209,-1
1.496477507,-6.759831053,-1
1.519724299,-6.704986446,-1
1.556254972,-6.538258841,-1
1.576180794,-6.452701254,-1
1.60009178,-6.386887726,-1
1.610718884,-6.261842022,-1
1.617360825,-6.060013869,-1
1.629316318,-6.005169262,-1
1.662526021,-5.904255185,-1
1.687101201,-5.807728677,-1
1.72960962,-5.625644582,-1
1.75750577,-5.551055916,-1
1.783409338,-5.445754271,-1
1.80333516,-5.340452626,-1
1.836544863,-5.309739646,-1
1.857799072,-5.197856648,-1
1.889680387,-5.092555002,-1
1.90495685,-5.002609847,-1
1.934181388,-4.897308201,-1
1.944808493,-4.816138183,-1
1.969383673,-4.64502301,-1
